"영화명","누적매출액","누적관객수","스크린수","상영횟수","개봉일","배급사","등급","장르","감독","배우","제작사","개봉일스크린수","개봉일관객수","스크린수증가율"
"신비아파트 극장판 하늘도깨비 대 요르문간드",5299942440,672122,841,13762,"2019-12-19","(주)씨제이이엔엠","전체관람가","애니메이션","변영규","김영은,김채하,신용우,양정화,김현지,강새봄,강성우,강성우,김다올,김다올,김도희,김명준,김현지,박선영,박시윤,신용우,양정화,유 영,이현,이현,최재호,이상호,이상호,이소은,이소은,이유서,홍승효,홍승효,조현정","(주)씨제이이엔엠",559,22805,50.4472271914132
"신비아파트: 금빛 도깨비와 비밀의 동굴",5001247250,678091,762,16175,"2018-07-25","(주)씨제이이엔엠","전체관람가","애니메이션,판타지,어드벤처","김병갑","조현정,김영은,김채하,신용우,여민정,심규혁,이상호,이소은,정유정,김율,최재호,최재호","(주)씨제이이엔엠,(주)칵테일 미디어",559,36633,36.3148479427549
"신세계",34881330905,4682492,671,90581,"2013-02-21","(주)넥스트엔터테인먼트월드(NEW)","청소년관람불가","범죄,액션","박훈정","이정재,최민식,황정민,박성웅,송지효,정영기,이경영,정군,정민욱,정종화,최봉록,권지훈,한동욱,한재덕,허명행,남경민,신수정,연영식,김병옥,김홍파,장광,정재헌,김윤성,최일화,리우진,박인수,권태원,정민성,류성현,곽진석,김서원","(주)사나이픽처스,(주)페퍼민트앤컴퍼니,(주)대명문화공장,(주)파트너스케이",602,168935,11.4617940199336
"신의 한 수",28812027456,3566852,794,77110,"2014-07-03","(주)쇼박스","청소년관람불가","범죄,액션","조범구","정우성,안성기,이범수,김인권,이시영,안길강,최진혁,홍성덕,정윤선,강다혜,박지훈,백동현,서병덕,고용석,윤정희,이다혜,최두엽,최시은,최제헌,이명희,권태원,이은지,이정호,이주희,김선웅,김주형,김태진,박갑진,유재상,김홍파,유순철,김명수,안서현,이용녀,최일화,김소진","(주)메이스엔터테인먼트,(주)아지트필름",664,181459,19.578313253012
"신의 한 수: 귀수편",18463776050,2157437,1246,82178,"2019-11-07","(주)씨제이이엔엠","15세이상관람가","범죄,액션","리건","권상우,김희원,김성균,허성태,우도환,원현준,홍기준,박상훈,이서환,선율우,김상호,이홍내,박영빈,정인겸,조운,신수연,김정팔,이정아,주서은,이규호,윤기현,이지석,우수빈,김대진,김곤,김지수,정재원,박응수,송영탁,박응준,오승찬,김산,한태일,홍윤재,김태현,김선동,권윤구,김문학,강정혁,양현태,남경화,박종희,이용재,노성후,박민수,이영서,차성제,배하은,곽진,최준영,박재완,곽민준,임채선,임정민,김윤수,김광일,김효영,김선웅,김종원,김용기,김재하,김경태,김시호,김신범,김용준,김민교,권용희,남상원,노현우,류승주,문정기,박희진,박근영,박정규,박영서,송현기,송동환,이진하,이찬재,이진혁,이희규,이규한,이시언,이민영,이중규,이효,이유진,이성현,윤정섭,이시운,오윤석,이예림,이다혜,이동휘,유선호,조석희,조원빈,조규호,전재현,장이슬,정민혁,차중원,최성식,한지윤,한서준,하수진,황은지,한도진,한태희,황춘하,고세원,유선,이병준,박경혜","(주)메이스엔터테인먼트,(주)아지트필름",1164,176063,7.0446735395189
"실종",4346511500,644276,262,31373,"2009-03-19","(주)시너지하우스 (시너지)","청소년관람불가","범죄,스릴러,미스터리","김성홍","문성근,추자현,전세현,오성수,백설아,허기호,이봉규,남문철,김봉수","활동사진,모션픽쳐",243,35942,7.81893004115226
"심야의 F.M.",9179188500,1208310,423,50429,"2010-10-14","롯데쇼핑㈜롯데엔터테인먼트","청소년관람불가","스릴러,범죄","김상만","수애,유지태,정혜영,김동협,제정훈,조영천,김유화,신다은,송지인,최다연,정유미,최용준,김수홍,김윤태,정만식,김규선,손지현,김윤태","(주)주말의 명화,(주)홍필름",372,40351,13.7096774193548
"심장이 뛴다",7624895500,1025243,445,26876,"2011-01-05","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","드라마","윤재근","김윤진,박해일,강신일,강신일,한유빈,조윤정,조정준,박현숙,방윤지,서아름,문대영,김경태,임혜진,장유진,전병철,박선영,정민교,엄세현,이윤재,이승준,박진우,이희준,전배수,이한위,남성호,김상호,김재경,정다혜,백도겸,권민경","(주)오죤필름,(유)대결문화산업전문회사",424,51561,4.95283018867925
"싱글라이더",2685519021,351276,576,16746,"2017-02-22","워너브러더스 코리아(주)","15세이상관람가","드라마","이주영","진남수,이병헌,공효진,안소희,장요한,최병구,이상원,연송하,백수장,김수진,최준영,강신철,양지수,황건,윤일식,이형구","(주)퍼펙트스톰필름",554,65584,3.97111913357401
"싸움",2195870500,342119,345,15218,"2007-12-12","(주)시네마서비스","15세이상관람가","멜로/로맨스,코미디","한지승","설경구,김태희,김도연,이경호,강민지,김해수,김해석,유일한,정슬기,임병훈,양재성,임하룡,조영진,장원영,김승훈","(주)시네마서비스,상상필름(주)",321,22070,7.47663551401869
"싸움의 기술",7331140000,1146463,216,23079,"2006-01-05","CJ ENM","15세관람가","코미디","신한솔","백윤식,재희,김응수,허종수,송승현,김무유,최여진,박종하,이동진,변승현,한정훈,장성현,박성준,신현탁,길해연,조상건,장준녕,권병길,조성하,박기웅,오창경,손병욱","코리아 엔터테인먼트",211,84887,2.3696682464455
"싸이보그지만 괜찮아",3983748800,676533,289,18922,"2006-12-07","CJ ENM","12세이상관람가","SF,멜로/로맨스,판타지","박찬욱","임수정,정지훈,오달수,김주복,김도연,유호정,천성훈,박병은,김병옥,최희진,이용녀,박준면,손영순","(주)모호필름",287,82894,0.696864111498258
"쌍화점",25411823400,3749034,532,72498,"2008-12-30","(주)쇼박스","청소년관람불가","드라마","유하","조인성,주진모,송지효,심지호,임주환,여욱환,송중기,노민우,조강현,김기방,홍종현,김기석,현우,박종수,김효주,조상민,박지민,백승호,한지원,서영주,유정연,박재연,박상민,정광민,김세정,김세희,김태수,정우진,박선영,최승희,정성일,이승구,김수지,이진아,이주훈,서영주,손종학,조진웅,박성훈,이세랑,임현성,권태원,이성우,김기범","오퍼스픽쳐스(유)",470,183269,13.1914893617021
"써니",54036428100,7362789,546,149143,"2011-05-04","(주)씨제이이엔엠","15세이상관람가","드라마,코미디","강형철","유호정,심은경,강소라,고수희,홍진희,강지원,김민영,김선경,진희경,김보미,이연경,박진주,남보라,민효린,윤미라,조민수,박윤정,신윤정,박영서,김예원,천우희,박중훈,최형태,심소희,최혜선,전선희,박혜성,진승환,김보름,김도엽,고은별,이상은,윤수진,최선아,박보영,윤정,임은채,최아름,류혜린,최영호,정은지,이승훈,이다슬,한승현,김새벽,성지루,정원중,정석용,김원해,최명길,이상아,김영옥,김보연,선주아,김시후,김혜옥,고준,박순천,권은수,양주호,박혁민","(주)알로하픽쳐스,(주)토일렛픽쳐스",392,55417,39.2857142857143
"쎄시봉",13571515911,1715370,829,51744,"2015-02-05","(주)씨제이이엔엠","15세이상관람가","멜로/로맨스,코미디,드라마","김현석","김윤석,정우,한효주,김희애,진구,장현성,강하늘,조복래,김인권,장미진,강명찬,정수교,조성관,천준호,최남주,최성택,최성택,최충열,송민석,박소담,오하늬,윤준호,이미소,김승찬,이병훈,이상희,이승현,안재홍,이대연,이동훈,권해효,최유화,권유준","유한회사 제이필름,(주)무브픽쳐스",757,96139,9.5112285336856
"쏜다",1945217400,328837,236,16901,"2007-03-14","(주)쇼박스","15세이상관람가","코미디","박정우","감우성,김수로,이진영,이준원,최정우,김혁,최명진,조덕현,김영옥,강성진,전국환,이도겸,문정희,최교식,박혁민","시오필름(주)",213,24774,10.7981220657277
"아가씨",35217052991,4288530,1171,90372,"2016-06-01","(주)씨제이이엔엠","청소년관람불가","스릴러,드라마","박찬욱","김민희,김태리,하정우,조진웅,김해숙,문소리,최병모,김인우,이용녀,조은형,장한순,이규정,이승준,이윤재,김시은,안성봉,박기륭,원근희,정인겸","유한회사 아가씨에프에스,(주)모호필름,(주)용필름",1016,290024,15.255905511811
"아기와 나",2669249500,435940,217,16416,"2008-08-14","(주)프라임엔터테인먼트","12세이상관람가","드라마,코미디","김진영","장근석,문메이슨,김별,고규필,오광록,김도연,박영진,홍성민,최재환,박정숙,박현숙,김대근,이미래,박명수,정병철,김진영,김병옥,이철민,길해연,김정난,양주호,정민성","(주)프라임엔터테인먼트",201,33504,7.96019900497512
"아내가 결혼했다",12062180000,1799447,417,57496,"2008-10-23","CJ ENM","청소년관람불가","멜로/로맨스,드라마","정윤수","손예진,김주혁,주상욱,이주실,천성훈,오정세,김병춘,정세형,오연아,손희순","(주)주피터필름",400,96014,4.25
"아는 여자",4686251500,736319,81,10950,"2004-06-25","(주)시네마서비스","15세관람가","드라마","장진","이나영,정재영,이재용,이민정,이상민,조은정,지상용,이은석,김준혁,임하룡,조덕현,장영남,이철민,최일화","필름있수다",76,29965,6.57894736842105
"아들",2886902500,452209,284,23228,"2007-05-01","(주)시네마서비스","전체관람가","드라마,가족","장진","차승원,류덕환,김지영,유해진,진원,우리,김현준,장영남,이철민,이한위,서우,공효진,이상훈","필름있수다,(주)시네마서비스글로벌",264,41515,7.57575757575758
"아라한 장풍대작전",5207905000,810406,82,12593,"2004-04-30","(주)시네마서비스","12세관람가","액션,드라마","류승완","류승범,윤소이,안성기,김수현,김지영,허명행,김효선,심재원,도영훈,이무룡,윤도현,장혁진,정두홍,권승구,이춘영,임하룡,유순철,이대연,안길강,윤주상,권범택","(주)싸이더스",82,35200,0
"아랑",5726173700,951834,181,22805,"2006-06-28","롯데쇼핑㈜롯데엔터테인먼트","15세관람가","공포(호러)","안상훈","송윤아,이동욱,김정우,최정우,손승진,조도연,백민현,모종혁,천민수,유인나,임승미,이승주,이승철,송민정,정원중,손진호,이종수","㈜더드림앤드픽쳐스,(주)디알엠엔터테인먼트",170,45123,6.47058823529412
"아부의 왕",3511102500,497880,428,22060,"2012-06-21","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","코미디","정승구","송새벽,성동일,김성령,고창석,이병준,한채아,이철민,진선규,정승욱,조화영,이성재,신봉곤,안승혁,황석정,김종수,박미현,이윤희,박보경,추연규","(주)황금주전자",410,48745,4.39024390243902
"아빠는 딸",5054757395,647305,586,33263,"2017-04-12","메가박스중앙(주)플러스엠","12세이상관람가","코미디","김형협","윤제문,정소민,이일화,신구,이미도,강기영,박혁권,허가윤,민도희,박희진,정유동,윤진영,이유진,이정수","영화사김치(주)",460,33396,27.3913043478261
"아수라",20579716662,2594420,1278,68044,"2016-09-28","(주)씨제이이엔엠","청소년관람불가","범죄,액션","김성수","정우성,김현빈,황정민,주지훈,곽도원,정만식,김원해,김종수,김해곤,윤지혜,오연아,윤제문,이종성,장근영,박지환,손영진,양영일,윤성민,이가경,이광기,이상민,채성원,김남조,노남석,박갑진,김수진,염동헌,차래형,현봉식,최병모,이육헌,임용순,유정호,곽진석,박혁민,황재필","(주)사나이픽처스",1262,475482,1.26782884310618
"아이 캔 스피크",25551269986,3283470,1140,93074,"2017-09-21","롯데쇼핑㈜롯데엔터테인먼트,(주)리틀빅픽쳐스","12세이상관람가","코미디","김현석","나문희,이제훈,박철민,염혜란,성유빈,김소진,이상희,정연주,이지훈,손숙,박준서,이정현,홍상원,황연희,이재인,우지현,이신성,최수인,우상기,이대연,이정현,손성찬,정원창,김자영,김경덕,손경원,설창희,정태야,추연규,이승민,이범규","주식회사 영화사 시선,(주)명필름",1004,87136,13.5458167330677
"아이들...",13579712500,1867849,504,41515,"2011-02-17","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","범죄,스릴러","이규만","박용우,류승룡,성동일,성지루,김여진,박병은,주진모,조덕제,서영화,이의수,손광익,임태환,이상훈,박현수,이보라,최동훈,유지은,이훈직,정민,정계순,신현종,장준녕,이봉규,전국환,서주희,라미란,오동주,박미현,이재우,양지웅,이장유,조영규,김서연","(주)누리픽쳐스,롯데쇼핑㈜롯데엔터테인먼트",380,120980,32.6315789473684
"아이스케키",2246093000,392808,189,13162,"2006-08-24","(주)엠케이픽처스","전체관람가","드라마","여인광","신애라,박지빈,이재룡,김효선,김대훈,임광수,함은정,김선영,권병길,진구,김자영","(주)엠케이픽처스",174,36943,8.62068965517241
